Column,Date,User,Tweet,Tweet Bersih,Sentiment
290,2022-08-23 03:34:07+00:00,AlshaibaShihab,"RT @kalla_jengking: Covid-19 masih mengancam, masyarakat diminta disiplin prokes hingga vaksinasi booster

Kesembuhan maupun kematian terus…",covid ancam masyarakat disiplin prokes vaksinasi booster sembuh mati terus,1
291,2022-08-22 03:34:49+00:00,ikrimah1_trg,"Polri seutuhnya siap menunjang program vaksinasi Covid-19 kegunaan mewujudkan masyarakat yang sehat, ekonomi kuat dan tambah produktif

#WujudkanPemulihanEkonomi

Kawal Investasi Nasional",polri utuh tunjang program vaksinasi covid guna wujud masyarakat sehat ekonomi kuat produktif wujudkanpemulihanekonomi kawal investasi nasional,1
292,2022-08-19 03:32:20+00:00,PNglegok,"RT @Polisi869: Lindungi Diri Dengan Vaksinasi, Sigap Tangani Pandemi

#BangkitPulihIndonesia Pastikan kamu sudah vaksinasi dosis lengkap ya…",lindung vaksinasi sigap tangan pandemi bangkitpulihindonesia pasti vaksinasi dosis lengkap ya,2
293,2022-08-18 07:00:21+00:00,HSangasanga,"Polsek Sangasanga monitoring Pelayanan Percepatan Vaksinasi COVID-19, Guna Pemenuhan Kesehatan Bagi Masyarakat Yang Melintas Di Jalan Begitu Sangat Antusias
Di Kec. Sangasanga

#poldakaltim #divisihumaspolri #Kamihumaspolri  #polreskukar #puskesmassangasanga #kecamatansangasanga https://t.co/5CvSMO316G",polsek sangasanga monitoring layan cepat vaksinasi covid penuh sehat masyarakat lintas jalan antusias kec sangasanga poldakaltim divisihumaspolri kamihumaspolri polreskukar puskesmassangasanga kecamatansangasanga,1
294,2022-08-14 00:49:21+00:00,teuinglieurr,takut pas kumpul ppkm alias https://t.co/CmcHeR1cgm,takut pas kumpul ppkm alias,1
295,2022-08-26 16:42:04+00:00,jajesim,@sunoojatim @tromboshit @convomfs kata gw lu berdua untag gw dah drpd gue ppkm,saya kamu dua untag saya dah drpd saya ppkm,1
296,2022-08-17 06:50:44+00:00,muha_taufiqiran,@BuddhisGL Kok masih maskeran aja om bud.. Kan udah gak PPKM lagi 😁😁,masker om bud udah ppkm ,1
297,2022-08-03 02:14:27+00:00,SutanSegehh,"Pentingnya Vaksinasi Demi Terciptanya Herd Immunity &amp; Cegah Tertular Varian Covid-19

Infrastruktur Jokowi Hebat https://t.co/exWvysRIJs",vaksinasi cipta herd immunity cegah tular varian covid infrastruktur jokowi hebat,2
298,2022-08-18 06:24:46+00:00,__anomali__,"RT @katzen_jammer: Andika Perkasa masih lebih baik daripada Anies, Ganjar dan yg lainnya. Setidaknya dia pernah menyatakan kalau vaksinasi…",andika perkasa anies ganjar vaksinasi,1
299,2022-08-19 01:00:37+00:00,buuildurluve,@taleeyong HAHAHAHH. Kirain kamu kebagian PPKM alis planga plongo kaya mmmmmm.,hahahahh kirain bagi ppkm alis planga plongo kaya mmmmmm,1
300,2022-08-28 00:03:06+00:00,Aldoraa9,Presiden meminta untuk menyiapkan vaksinasi Covid-19 untuk anak usia dini. NKRI Semakin Maju https://t.co/HUo74E5yHE,presiden vaksinasi covid anak usia nkri maju,1
301,2022-08-04 05:19:42+00:00,AdrianiRimna,"Vaksinasi COVID-19 diberikan untuk meningkatkan kekebalan komunal agar terlindungi dari paparan virus corona.
Booster Proteksi Tubuh",vaksinasi covid tingkat kebal komunal lindung papar virus corona booster proteksi tubuh,2
302,2022-08-13 00:00:01+00:00,Wati_102,"Inget ya guys Jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19, meskipun sudah mendapatkan vaksinasi dosis ketiga karena varian baru Omicron BA.4 dan BA.5 masih mengintai. #DOBBerikanDampakPositif #PapuaIndonesia https://t.co/t1P7POFavX",ingat guys lupa terap protokol sehat putus sebar covid vaksinasi dosis tiga varian omicron ba ba intai dobberikandampakpositif papuaindonesia,2
303,2022-08-23 04:52:40+00:00,gustafahusein,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb",ayo laksana vaksinasi endemicovid indonesiasehatindonesiahebat beritacovid ppkm,2
304,2022-08-24 14:13:43+00:00,doitgurll,Ppkm = planga plongo kek monkey😭😂😭,ppkm planga plongo kek monkey,0
305,2022-08-18 13:47:42+00:00,RamilGemolong,"Pada hari Kamis tgl 18 Agustus 2022 Pkl 20.30.Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Polsek Gemolong dalam rangka pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat,  di wilayah Kec. Gemolong. https://t.co/uR86N7Mr73",kamis tanggal agustus pkl wib s selesai laksana giat patroli gabung polsek golong rangka laksana ppkm level i batas mobilitas pindah masyarakat wilayah kec golong,1
306,2022-08-19 14:48:44+00:00,JAKE02FC,@HARUTORPS @SFT96CSY @VC96WONWOO Ppkm aja sih guaa.,ppkm guaa,1
307,2022-08-16 09:28:05+00:00,juniary_adhe,"Butuh banyak biaya, Setelah PPKM karna Covid-19. Hidup makin hancur, Usaha yang kami bangun bangkrut dan membuat Keluarga kecilku jatuh pada hutang dengan rentenir. Tahun ini anakkj gak jadi daftar sekolah.
Semoga aja ada yang berbaik hati bisa pinjamkan modal usaha.",butuh biaya ppkm karena covid hidup hancur usaha bangun bangkrut keluarga kecil jatuh hutang rentenir anakkj daftar sekolah moga baik hati pinjam modal usaha,0
308,2022-08-22 02:56:38+00:00,Amuraovonn,RT @sektorpesantren: @kediri_humas Tim Dokter Kesehatan Polri memberikan vaksinasi Covid-19 untuk masyarakat di objek-objek wisata dengan m…,tim dokter sehat polri vaksinasi covid masyarakat objek objek wisata m,1
309,2022-08-03 05:10:11+00:00,FuadiAnwar7,BINDA Banten Galakkan Vaksinasi Covid-19 Untuk Masyarakat di Pancaniti Alun-Alun Pandeglang https://t.co/se29POea2e,binda banten galak vaksinasi covid masyarakat pancaniti alun alun pandeglang,1
310,2022-08-20 03:30:00+00:00,lapumanga,"Kapolri memerintahkan untuk wilayah yg vaksinasi Covid-19
#SinergitasProgramPemerintah
Bangkit Pulih Indonesia https://t.co/wW0J9CDJEv",kapolri perintah wilayah vaksinasi covid sinergitasprogrampemerintah bangkit pulih indonesia,1
311,2022-08-15 13:42:53+00:00,jojooooojk,"@collegemenfess aku pernah, dulu karena ada ppkm onlen, habis itu oflen 2 bulan",ppkm onlen habis oflen,1
312,2022-08-22 05:06:07+00:00,nasir1_trg,Gerai Vaksinasi Presisi merupakan wujud kepedulian Polri didalam penanganan covid 19 usaha memutus mata rantai penyebaran virus covid 19 supaya tercipta situasi Harkamtibmas yang aman dan kondusif.,gerai vaksinasi presisi wujud peduli polri dalam tangan covid usaha putus mata rantai sebar virus covid cipta situasi harkamtibmas aman kondusif,1
313,2022-08-04 01:25:41+00:00,KodimKarangany1,"KARANGANYAR - Kamis 04 Agustus 2022 Serda Antonius beserta 3 orang anggota Koramil 08/Tawangmangu melaksanakan patroli PPKM Level-3 di Pasar wisata Tawangmangu, menghimbau agar selalu menerapkan protokol kesehatan dalam beraktifitas, guna mencegah penularan Virus Covid-19. https://t.co/LJ0NlKvegr",karanganyar kamis agustus serda antonius serta orang anggota koramil tawangmangu laksana patroli ppkm level pasar wisata tawangmangu menghimbau terap protokol sehat beraktifitas cegah tular virus covid,2
314,2022-08-19 19:23:35+00:00,Fanzul32693435,"RT @sallwasor: ppkm aja di perpanjang, masa kita ngga https://t.co/IePSYHPEQG",ppkm panjang ngga,1
315,2022-08-11 03:08:29+00:00,AdrienPdkrUtr,"@Indrian950 Vaksinasi Booster Demi Cegah Lonjakan Kasus Covid-19
Prokes Lindungi Masyarakat",vaksinasi booster cegah lonjak covid prokes lindung masyarakat,1
316,2022-08-05 02:50:36+00:00,ddeonm,@ofJenor emang paling enak jadi ppkm sama bnn aja sih ya..,emang enak ppkm bnn,1
317,2022-08-02 15:57:09+00:00,amwellicano,"@convomfs Keknya aku besok PPKM deh nder😞
Alias Plonga Plongo Kek Monyet",kek besok ppkm deh nder alias plonga plongo kek monyet,0
318,2022-08-09 12:16:14+00:00,06Gondang,"A.Pada pukul 09 : 00 WIB s.d selesai, telah dilaksanakan Patroli pemantauan dalam Rangka PPKM LEVEL I untuk membatasi mobilitas perpindahan masyarakat, bertempat di wilayah Kecamatan Gondang. https://t.co/3PjuAwPN72",a wib s selesai laksana patroli pantau rangka ppkm level i batas mobilitas pindah masyarakat tempat wilayah camat gondang,1
319,2022-08-15 14:41:55+00:00,SultraPpid,"Dalam rangka Dirgahayu Kemerdekaan Republik Indonesia yang ke 77 Tahun, Satuan Tugas (Satgas) Percepatan Penanganan Covid-19 Sultra menggelar Vaksinasi Kemerdekaan mulai tanggal 16 - 17 Agustus 2022. https://t.co/iLdwiPJX8E",rangka dirgahayu merdeka republik indonesia satu tugas satgas cepat tangan covid sultra gelar vaksinasi merdeka tanggal agustus,1
320,2022-08-09 16:33:35+00:00,Koramil20P,"Pada hari Selasa tgl  9 Agustus 2022 Pkl 09.00 WIB  s.d selesai anggota Koramil 19/Tanon  melaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah Kecamatan Tanon. https://t.co/HmPA3abIuV",selasa tanggal agustus pkl wib s selesai anggota koramil tanon laksana giat patroli rangka laksana ppkm level i batas mobilitas pindah masyarakat tempat wilayah camat tanon,1
321,2022-08-02 10:35:57+00:00,PolsekSeberida,"Jangan takut unuk ikut vaksinasi COVID-19 
Karna selain bisa membuat sistem  imun tubuh kita kebal terhadap Covid-19, vaksin ini aman Dan Halal Juga lhoo!!
Ayoo....
Selalu patuhi 5M :
1. Memakai Masker
2. Mencuci Tangan
3. Menjaga Jarak
4. Menghindari Kerumunan https://t.co/xWmTcsxs8D",takut unuk vaksinasi covid karena sistem imun tubuh kebal covid vaksin aman halal lhoo ayoo patuh m pakai masker cuci tangan jaga jarak hindar kerumun,2
322,2022-08-14 03:05:01+00:00,SUBSPACEGEN,"Dikarenakan event hari ini bertepatan dengan Hari Pramuka, kita pergi kemah ygy. Terus nanti juga bakal ada game dan misi buat mengisi kegiatannya biar kalian gak PPKM. Santai kok 🥱",event tepat pramuka pergi kemah ygy game misi isi giat ppkm santai ,1
323,2022-08-01 03:35:38+00:00,scjeongk,ppkm 🙃 alias aku bingung kebiasaan abis ga on 🙃,ppkm  alias bingung biasa abis on ,1
324,2022-08-19 04:20:32+00:00,PolsekGeyer,"@multimediagrob Sebagai upaya #BangkitPulihIndonesia percepatan vaksinasi Covid-19, jajaran Korps Bhayangkara menjadi garda terdepan sebagai vaksinator Sigap Tangani Pandemi https://t.co/nqOGmM3u3W
a",upaya bangkitpulihindonesia cepat vaksinasi covid jajar korps bhayangkara garda depan vaksinator sigap tangan pandemi a,1
325,2022-08-20 00:00:00+00:00,Satria4340,"Pokoknya mah Jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19, meskipun sudah mendapatkan vaksinasi dosis ketiga karena varian baru Omicron BA.4 dan BA.5 masih mengintai. #ManfaatOtsusTakTerhingga #kshejshssbsjdsm https://t.co/1F1D5yovf0",pokok mah lupa terap protokol sehat putus sebar covid vaksinasi dosis tiga varian omicron ba ba intai manfaatotsustakterhingga kshejshssbsjdsm,2
326,2022-08-29 01:00:01+00:00,Nurulliya20,Vaksinasi Covid-19 berguna untuk kekebalan tubuh sehingga dapat menangkal penyebaran virus covid-19. Demi menjaga kesehatan dan keselamatan bersama  #PapuaLawanOPM #PapuaIndonesia https://t.co/0S4t3bE1sk,vaksinasi covid guna kebal tubuh tangkal sebar virus covid jaga sehat selamat papualawanopm papuaindonesia,2
327,2022-08-29 01:25:43+00:00,tiffanyniy,"@sugatdz Kena ppkm deh suga, planga plongo kayak monye**",kena ppkm deh suga planga plongo kayak monye,0
328,2022-08-05 01:16:03+00:00,VIVAlife_,"RT @VIVAcoid: Tren Kematian COVID-19 Meningkat, Vaksinasi Booster Minta Dikebut https://t.co/GSIekdzoEV",tren mati covid tingkat vaksinasi booster kebut,1
329,2022-08-11 18:14:30+00:00,cappuccinocafie,"@playIistt trus lo gbut kn? mnding dengerin asmr, podcast,, ato ga nnton flm eh tpi btre l kan sekerat yh?? yawdah ppkm aja (palanga, plongo kaya monyet)",trus lo gbut kn mnding dengerin asmr podcast ato nnton flm eh tapi btre l kerat yh yawdah ppkm palanga plongo kaya monyet,1
330,2022-08-17 11:38:24+00:00,Info_dari_Anda,"RT @FitRadioBandung: Dalam pidato kenegaraan, Presiden @Jokowi menjelaskan bahwa Indonesia termasuk negara yg berhasil mengendalikan pandem…",pidato negara presiden indonesia negara hasil kendali pandem,1
331,2022-08-19 09:16:29+00:00,RestaHumas,"#BangkitPulihIndonesia percepatan vaksinasi Covid-19, jajaran Korps Bhayangkara menjadi garda terdepan sebagai vaksinator Sigap Tangani Pandemi https://t.co/E1qmiBhj0Z",bangkitpulihindonesia cepat vaksinasi covid jajar korps bhayangkara garda depan vaksinator sigap tangan pandemi,1
332,2022-08-02 07:15:03+00:00,seputarjabar,Semua Kabupaten dan Kota di Jawa Barat Terapkan PPKM Level 1 - detikcom https://t.co/1WBRuFAqAm,kabupaten kota jawa barat terap ppkm level detikcom,1
333,2022-08-27 13:31:25+00:00,xjunghwan,"@Opff Ada pdkt banyak oa. 🫠 cari temen dong biar gak ppkm, gpp kan nanti pembersihan phi. 🫢",pdkt oa  cari temen ppkm gpp bersih phi ,1
334,2022-08-01 23:13:32+00:00,liputan6dotcom,"PPKM Diperpanjang, Seluruh Daerah Jawa-Bali Berada di Level 1: PPKM di Jawa dan Bali kembali diberlakukan mulai tanggal 2 sampai dengan 15 Agustus 2022. https://t.co/Ouv2euFb0i",ppkm panjang daerah jawa bal level ppkm jawa bal laku tanggal agustus,1
335,2022-08-06 02:15:01+00:00,TVTempoChannel,"RT @TVTempoChannel: DiscusShe | VIDEO REPLAY
HARI 3, SESI 3 - Perempuan Garda Depan Vaksinasi Covid
https://t.co/qjvtyYfcuW

#DiscusShe #Pe…",discusshe video replay sesi perempuan garda vaksinasi covid discusshe pe,1
336,2022-08-04 15:24:26+00:00,yeaharci,@jjyubiyeon_ @WE_THE_BOYZ Mari menerapkan PPKM ala Lee Juyeon 🤲🏻,mari terap ppkm ala lee juyeon ,1
337,2022-08-05 04:20:34+00:00,punung_polsek,Bhabinkamtibmas Polsek Punung melaksanakan pemantauan giat vaksinasi booster covid 19 dibalai desa mendolo lor dan mendolo kidul https://t.co/AhNDe7LWfr,bhabinkamtibmas polsek punung laksana pantau giat vaksinasi booster covid balai desa mendolo lor mendolo kidul,1
338,2022-08-25 01:00:00+00:00,Rarasss0,Ayo ikuti vaksinasi agar Tanah Papua terbebas dari belenggu Covid-19 varian baru Omicron BA.4 dan BA.5.demi menjaga kesehatan bersama  #OtsusDanDOBMajukanPapua https://t.co/vi6LCkYycb,ayo ikut vaksinasi tanah papua bebas belenggu covid varian omicron ba ba jaga sehat otsusdandobmajukanpapua,2
339,2022-08-16 06:16:56+00:00,_____purplesky,"Indonesia termasuk negara yang berhasil mengendalikan pandemi Covid-19 dengan vaksinasi terbanyak dan masuk kedalam 5 besar di dunia
#PidatoPresiden2022 #PulihLebihCepat
#PidatoPresiden2022 #BangkitLebihKuat https://t.co/iWeMtqxVMe https://t.co/GB2qGzg0Y0",indonesia negara hasil kendali pandemi covid vaksinasi masuk dalam dunia pidatopresiden pulihlebihcepat pidatopresiden bangkitlebihkuat,1
340,2022-08-14 06:16:36+00:00,HumasPolsekWat1,"Repost@ Divisi Humas Polri
Hoax Vaksin Berisi Cairan Beracun

Berbagai hoax terkait vaksin Covid-19 yang beredar di dunia maya, sehingga menyebabkan rendahnya minat masyarakat untuk mengikuti program vaksinasi.
https://t.co/Fhgqf5eVAu",repost divisi humas polri hoax vaksin isi cair racun hoax kait vaksin covid edar dunia maya sebab rendah minat masyarakat ikut program vaksinasi,1
341,2022-08-19 05:25:41+00:00,PoldaKaltara_,"Potret Sigap Tangani Pandemi personel TNI-Polri terlibat dalam vaksinasi sebagai upaya penanganan pandemi Covid-19. #BangkitPulihIndonesia
-
-
-
@DivHumas_Polri 
#poldakaltara https://t.co/Q0WWgWjB5n",potret sigap tangan pandemi personel tni polri libat vaksinasi upaya tangan pandemi covid bangkitpulihindonesia poldakaltara,1
342,2022-08-15 13:50:48+00:00,PMIKabTegal,"Kab. Tegal - Jateng I Senin (15/8)

Giat  Vaksinasi Covid 19,  sasaran masyarakat Kab. Tegal yang mengurus adm Pelayanan di Dinas Perindustrian dan Tenaga Kerja Kab. Tegal

@dinkestegalkab
@palangmerah
@PMIJawaTengah
@sarwapramana 
@umiazizah60 
#pmi #pmiselalubantu https://t.co/CrOxBODaBG",kab tegal jateng i senin giat vaksinasi covid sasar masyarakat kab tegal urus adm layan dinas industri tenaga kerja kab tegal pmi pmiselalubantu,1
343,2022-08-28 12:23:49+00:00,hallkamartaj,@TAJ01YUNJIN Kita kayaknya hari ini jadwalnya ppkm 😔,kayak jadwal ppkm ,1
344,2022-08-23 03:21:16+00:00,kaznuha,@ongseongwuy eu ppkm aku kak plonga plongo kaya mmmmmmmm,eu ppkm kak plonga plongo kaya mmmmmmmm,1
345,2022-08-21 10:54:15+00:00,agakbucinan,@bebesushi18 @Askrlfess Ppkm lagi ngga sih,ppkm ngga,1
346,2022-08-04 15:41:01+00:00,WCI_27,"RT @Kemlu_RI: 🇮🇩 &amp; 🇪🇺 resmikan kerja sama pengakuan sertifikat vaksinasi COVID-19 yg masuk dlm @pedulilindungi &amp; ""EU Digital Covid Certific…",  resmi kerja aku sertifikat vaksinasi covid masuk dalam eu digital covid certific,1
347,2022-08-11 02:11:19+00:00,Nicoleand1306,"BERAMA KITA TETAP PATUHI PROKES DAN TETAP LAKUKAN VAKSINASI! CEGAH LONJAKAN COVID!
🔴🔴 Prokes Lindungi Masyarakat 🔴🔴 https://t.co/dW0Yeu9ccD",ama patuh prokes laku vaksinasi cegah lonjak covid  prokes lindung masyarakat ,2
348,2022-08-29 02:39:25+00:00,KoramilKedawung,"Anggota Koramil melaksanakan  Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Tanon https://t.co/FddOBdZ1Rp",anggota koramil laksana giat patroli rangka laksana ppkm level i batas mobilitas pindah masyarakat tempat wilayah camat tanon,1
349,2022-08-02 10:49:11+00:00,jabarekspres,"Mulai Hari ini, Semua Wilayah di Jawa Bali Berlaku PPKM Level 1 https://t.co/BmfNzxsX2O",wilayah jawa bal laku ppkm level,1
350,2022-08-09 02:24:17+00:00,DesiRahayuPutr1,"@sssatpolll Pemerintah Kota Mataram bersiap mencanangkan kembali program Vaksinasi Covid-19 di Nusa Tenggara Barat
Bangga Cinta TanahAir",perintah kota mataram canang program vaksinasi covid nusa tenggara barat bangga cinta tanahair,1
351,2022-08-20 00:01:30+00:00,DarynaRisana,"Vaksinasi Covid-19 berguna untuk kekebalan tubuh sehingga dapat menangkal penyebaran virus covid-19. Untuk yang sudah di Vaksinasi, jangan lupa untuk tetap menerapkan protokol kesehatan. #ManfaatOtsusTakTerhingga https://t.co/qIeROeYF16",vaksinasi covid guna kebal tubuh tangkal sebar virus covid vaksinasi lupa terap protokol sehat manfaatotsustakterhingga,2
352,2022-08-05 02:59:59+00:00,KompasKlasika,"Percepatan cakupan vaksinasi Covid-19 harus segera dilakukan. Vaksinasi terbukti dapat menurunkan risiko kematian akibat penyakit tersebut. #Humaniora #AdadiKompas
https://t.co/L0YHj6ZOpg",cepat cakup vaksinasi covid vaksinasi bukti turun risiko mati akibat sakit humaniora adadikompas,1
353,2022-08-14 12:00:18+00:00,medcom_id,"Vaksinasi Covid-19 Dosis Keempat di Sumut Mencapai 30,15% https://t.co/zwskEe3cAq",vaksinasi covid dosis empat sumut capai,1
354,2022-08-10 06:06:22+00:00,AdrisaRifana,"Pandemi membuat semua orang mencari cara untuk selamat dari ancaman Corona. Selain mematuhi protokol kesehatan, mendapatkan vaksinasi adalah syarat mutlak agar tidak tertular virus Covid-19.",pandemi orang cari selamat ancam corona patuh protokol sehat vaksinasi syarat mutlak tular virus covid,2
355,2022-08-09 01:53:31+00:00,boediehayuning1,"PPKM Pelatihan Peningkatan Kapasitas Mandiri Pendamping Desa Lamongan oleh APDI kab #Lamongan #APDIDesaLamongan 
@Iskandar__NH @MasMukhlish182
Tema ""Menyelaraskan Program Desa dan Nasional"" Berbasis Kewenangan Desa. #PercayaDesa #DesaBisa 
1 Citra Diri Program Perubahan Prilaku https://t.co/Y4TvKoNA1t",ppkm latih tingkat kapasitas mandiri damping desa lamongan apdi kab lamongan apdidesalamongan tema selaras program desa nasional bas wenang desa percayadesa desabisa citra program ubah prilaku,1
356,2022-08-01 08:46:05+00:00,PolsekCangkuang,"Bripka Yayat Sudrajat Bhabinkamtibmas Desa Cangkuang Monitor Pelaksanaan Percepatan Vaksinasi Covid-19 di Caffe Resto Teras Sentani Cangkuang
...
@humaspoldajbr
@polrestabandung 
@DitBinmasJabar
@Binmassoreang
@Dd_humaspldjbr https://t.co/HwDlvUt52b",bripka yayat sudrajat bhabinkamtibmas desa cangkuang monitor laksana cepat vaksinasi covid caffe resto teras sentani cangkuang,1
357,2022-08-06 01:46:10+00:00,Ghiavero,"Bagus nih, Vaksin sendiri covid 19 Indonesia segera rilis dan digunakan untuk keperluan vaksinasi bangsa Indonesia dan dipastikan aman karena sudah melwati uji kliinis
ETBanget #VaksinIndonesia https://t.co/PzpC5TPrSO",bagus vaksin covid indonesia rilis perlu vaksinasi bangsa indonesia aman melwati uji kliinis etbanget vaksinindonesia,2
358,2022-08-26 03:13:17+00:00,rasa2086,"RT @Penyair_Berdiri: Disiplin Prokes tak bisa ditawar !
Pandemi belum usai !
jika prokes kendor
kasus covid pasti naik
contohnya di Sulawes…",disiplin prokes tawar pandemi prokes kendor covid contoh sulawes,2
359,2022-08-16 10:34:45+00:00,Lamana18290144,"KARANGANYAR - Selasa 16 Agustus 2022 Sertu Agus anggota Koramil 09/Ngargoyoso melaksanakan patroli PPKM Level 3 di pasar dan terminal Ngargoyoso, menghimbau agar selalu mematuhi protokol kesehatan guna mencegah penularan Virus Covid 19 dengan jalankan 5M : https://t.co/CHZztIoAzh",karanganyar selasa agustus sertu agus anggota koramil ngargoyoso laksana patroli ppkm level pasar terminal ngargoyoso menghimbau patuh protokol sehat cegah tular virus covid jalan m,1
360,2022-08-30 07:01:38+00:00,Ulfah_000,"@kentangsuratku Aku gak tau pas lagi ramai pembahasan ini, aku belum ngikutin anaknya, soalnya aku fans era ppkm kak 🙏🙏",pas ramai bahas ngikutin anak fans era ppkm kak ,1
361,2022-08-22 02:57:26+00:00,TahuGor43924909,"@kediri_humas Yuk vaksinasi agar terlindungi dari virus Covid-19 #WujudkanPemulihanEkonomi
Kawal Investasi Nasional",yuk vaksinasi lindung virus covid wujudkanpemulihanekonomi kawal investasi nasional,2
362,2022-08-01 12:13:43+00:00,skzipb,ppkm kak😔 planga plongo kayak monkey https://t.co/crYZSXToeq,ppkm kak planga plongo kayak monkey,0
363,2022-08-16 04:04:25+00:00,kelmalabar,"Bervaksin - vaksin dahulu, bernyaman - nyaman kemudian. 
Sampurasun Wargi Malabar sa alam Dunya.

Berikut lokasi dan jadwal Vaksinasi Covid-19 di UPT Puskesmas yang ada di Kota Bandung. 

Cekidot. 👌👍

📑 @humasbandung_ @halo_bandung 

@pkm_talagabodas @keclengkong https://t.co/VFaHaQe2dK",vaksin vaksin nyaman nyaman sampurasun wargi malabar sa alam dunya lokasi jadwal vaksinasi covid upt puskesmas kota bandung cekidot  ,1
364,2022-08-26 05:41:18+00:00,hmsrespswrn,"Bhabinkamtibmas Polsek Jajaran Polres Pesawaran Polda Lampung Melaksanakan Giat Vaksinasi di Desa Binaan Guna Mencegah Penyebaran Virus Covid-19 di Wilayah Kabupaten Pesawaran
#srikandibhayangkarapeduli https://t.co/UoE7oSUlf7",bhabinkamtibmas polsek jajar polres sawar polda lampung laksana giat vaksinasi desa bina cegah sebar virus covid wilayah kabupaten sawar srikandibhayangkarapeduli,1
365,2022-08-25 05:36:35+00:00,jhonjhonlladone,"Warga RI Terima Vaksinasi COVID-19 Dosis Booster Total 59.046.702 Orang
https://t.co/69TG3FzNAx
Jokowi Tokoh Pembangunan",warga ri terima vaksinasi covid dosis booster total orang jokowi tokoh bangun,1
366,2022-08-27 07:04:33+00:00,Bisniscom,Data CDC: Target Vaksinasi Booster Covid di AS Belum Tercapai 100 Persen https://t.co/HtqEuZ5UYo,data cdc target vaksinasi booster covid as capai persen,1
367,2022-08-15 03:13:20+00:00,WONYDUNG,"@wintfeo syukurlah kalau baik, kabarku juga baik unniee &gt;___&lt; wkwkwk kok ppkm siih",syukur kabar unniee gt lt wkwkwk ppkm siih,1
368,2022-08-09 02:58:07+00:00,Humas_ResSkw,Polsek Singkawang Tengah Bekerja Sama Dengan BPKS Tua Pekong Singkawang Rutin Adakan Vaksinasi Covid-19 https://t.co/dBV03n1M0G,polsek singkawang bpks tua pekong singkawang rutin adakan vaksinasi covid,1
369,2022-08-25 00:22:03+00:00,RspaldrRamelan,"BAKTI SOSIAL
Vaksinasi Dosis 3 / Booster 1 (Pfizer) Covid-19
dalam Rangka
HUT Ke-72 RSPAL dr. Ramelan
HUT Ke-76 Jalasenastri

📆 Sabtu, 27 Agustus 2022
📍 Gedung URJ (Unit Rawat Jalan) Lt 1 RSPAL dr. Ramelan

#rspaldrramelan #baktisosial #vaksìnasicovid19 #pfizer https://t.co/lOM32ZmBwJ",bakti sosial vaksinasi dosis booster pfizer covid rangka hut rspal dr ramelan hut jalasenastri  sabtu agustus  gedung urj unit rawat jalan lt rspal dr ramelan rspaldrramelan baktisosial vaks nasicovid pfizer,1
370,2022-08-12 03:51:51+00:00,AmaralRenya,"RT @jenny_puspita1: Covid-19 Masih Mengancam, Harus Tetap Disiplin Prokes Dan Lakukan Vaksinasi Booster. 
#EndemiCovid
#IndonesiaSehatIndon…",covid ancam disiplin prokes laku vaksinasi booster endemicovid indonesiasehatindon,2
371,2022-08-04 07:05:25+00:00,DjpbJatim,"untuk pencegahan dan penanganan Covid-19 seperti pelaksanaan vaksinasi dan klaim pasien. Program pemulihan ekonomi nasional (PEN) dilanjutkan, termasuk pada Klaster Penanganan Kesehatan untuk
menangani dan mengantisipasi kenaikan kasus positif Covid-19 yang sedang terjadi.",cegah tangan covid laksana vaksinasi klaim pasien program pulih ekonomi nasional lanjut klaster tangan sehat tangan antisipasi naik positif covid,1
372,2022-08-23 13:37:48+00:00,SFT00HRJ,Jiwon sama bang juy ppkm butuh tim kah? Tim ses? Katering? Tim undangan? Tim publikasi?,jiwon bang juy ppkm butuh tim kah tim ses katering tim undang tim publikasi,1
373,2022-08-24 02:53:04+00:00,jatimNow,"Pemerintah kembali menerapkan kebijakan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 1. Kali ini untuk kabupaten/kota di luar Jawa-Bali.
#JatimNow Polisi | Nadeo | Seto | Pagi-pagi | Menang | PDIP | MAU PESEN GRABFOOD OM | Bali United https://t.co/TzZYICYRxT",perintah terap bijak laku batas giat masyarakat ppkm level kali kabupaten kota jawa bal jatimnow polisi nadeo seto pagi pagi menang pdip sen grabfood om bal united,1
