Column,Date,User,Tweet,Tweet Bersih,Sentiment
6006,2022-08-05 07:58:52+00:00,ceklissatucom,AEON MALL Sentul City Dirikan Sentra Vaksin Booster #SentulCity #AeonMall #Vaksinasi #Covid-19 #Bogor #CSR https://t.co/vWvYeFEvQ4,aeon mall sentul city diri sentra vaksin booster sentulcity aeonmall vaksinasi covid bogor csr,1
3550,2022-08-11 13:28:37+00:00,Rakwogn,@Jenenie AKHIRNYA KAKAK COMMEBACK SETELAH PPKM; PLANGA PLONGO KAYA MONYET,kakak commeback ppkm planga plongo kaya monyet,0
420,2022-08-08 12:34:05+00:00,jinyoungcix,@mandortoir gua ppkm (planga plongo kaya mnyt),gue ppkm planga plongo kaya mnyt,0
6115,2022-08-05 02:00:01+00:00,AnisaHizni,"Dalam rangka hari jadi ke-74, Polwan RI juga adakan vaksinasi gratis Covid-19 
#BersamaWujudkanKepedulian
Berbagi Untuk Kebahagiaan https://t.co/jkJXxbNLFb",rangka polwan ri adakan vaksinasi gratis covid bersamawujudkankepedulian bagi bahagia,2
3862,2022-08-29 13:02:17+00:00,mredium,@moionlights @crestcendo Kanan kiri kasmaran tengah tengahnya Abyan lagi ppkm,kanan kiri kasmaran tengah abyan ppkm,1
10327,2022-08-23 05:43:59+00:00,CNNIDdaily,"Diduga, pelaku kesal karena tidak diizinkan naik kereta api, lantaran tidak bisa menunjukkan bukti vaksinasi covid-19. PT KAI Daop 1 melaporkan pelaku ke polisi.
-
Calon Penumpang Diduga Lecehkan Petugas KA https://t.co/wbzv52N78q",duga laku kesal izin kereta api lantar bukti vaksinasi covid pt kai daop lapor laku polisi calon tumpang duga leceh tugas ka,1
2074,2022-08-01 04:29:00+00:00,polsekpengasih,"@polsekpengasih Minggu 31/07/2022.Personel Polsek Pengasih dipimpin Pawas Kanit Intel Iptu Toni S. melaksanakan giat Patroli KRYD gabungan Polsek Pengasih dan Polsek Sentolo, antisipasi 3C (Curat, Curas, dan Curanmor ), kejahatan jalanan dan penegakan PPKM Level 1 https://t.co/GmYOq3Vm6v",minggu personel polsek asih pimpin pawas kanit intel iptu ton s laksana giat patroli kryd gabung polsek asih polsek sentolo antisipasi c curat curas curanmor jahat jalan tega ppkm level,1
6349,2022-08-04 00:07:39+00:00,zairasyaa,Ayo kita Vaksinasi untuk melindungi diri sendiri dan orang-orang terdekat dari bahaya Covid-19 varian Omicron BA.4 dan BA.5 #PemekaranSejahterakanPapua #PapuaIndonesia #PapuaAdalahKita https://t.co/ryN5YpOW5y,ayo vaksinasi lindung orang orang dekat bahaya covid varian omicron ba ba pemekaransejahterakanpapua papuaindonesia papuaadalahkita,2
10428,2022-08-22 14:08:42+00:00,dokterparu,"@BaseAnakFK Efek samping jantung pada pasien dengan pengobatan tuberkulosis resisten obat. 
Kejadian ikutan pascaimunisasi organ jantung pada vaksinasi COVID-19.
Prospek deteksi &amp; pengobatan hipertensi pulmoner pada penderita penyakit paru kronik.
Banyak. Cari di web medsci, jgn di tiktot.",efek samping jantung pasien obat tuberkulosis resisten obat jadi ikut pascaimunisasi organ jantung vaksinasi covid prospek deteksi obat hipertensi pulmoner derita sakit paru kronik cari web medsci tiktot,1
8491,2022-08-14 06:40:47+00:00,KambuayaDaniel,"Warga RI Terima Vaksinasi COVID-19 Dosis Booster Capai 58,21 Juta
https://t.co/WrFMDFEiTe
Jokowi Negarawan Terbaik",warga ri terima vaksinasi covid dosis booster capai juta jokowi negarawan baik,2
1932,2022-08-01 13:41:35+00:00,yiseoive,Soalnya yang PPKM itu temen satu grup kakak ya? 🤣 https://t.co/iqfcA7xg5T,ppkm temen grup kakak ,1
2812,2022-08-16 05:01:27+00:00,txtdrben,"@shintaaraa_ @andinrahmana Mjb ini waktu awal awal pandemi nih, yang omset restoran, dll jadi turun karena PPKM",mjb pandemi omset restoran dll turun ppkm,1
5390,2022-08-09 02:02:41+00:00,KodamJayakarta,"Dalam rangka mendukung kegiatan Vaksinasi Covid-19, Babinsa Koramil di jajaran Kodim 0507/Bekasi melaksanakan pendampingan vaksinasi Covid-19 masyarakat di wilayah binannya masing masing.

#tniadmengabdidanmembangunbersamarakyat https://t.co/uGZFgg1CO5",rangka dukung giat vaksinasi covid babinsa koramil jajar kodim bekas laksana damping vaksinasi covid masyarakat wilayah bin tniadmengabdidanmembangunbersamarakyat,2
1219,2022-08-03 21:52:08+00:00,SermaSupriyadi,"Pkl 20.00 WIB s/d selesai telah dilaksanakan Giat patroli  Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Tanon https://t.co/pPhRHaWSQY",pkl wib s selesai laksana giat patroli laksana ppkm level i batas mobilitas pindah masyarakat tempat wilayah camat tanon,1
3119,2022-08-14 10:52:01+00:00,craftandyarn,"🌻 Give away time 🌻

Setelah 2 tahun kita merayakan Hari Kemerdekaan dg  PPKM dan mengikuti atiran pemerintah lainnya, 

Senang sekali akhirnya kita  bisa merayakan Hari Kemerdekaan 🇲🇨 bersama-sama dg lomba 17an dan jalan sehat, seperti sebelum pandemi melanda.. https://t.co/7VKeYmZkUb", give away time  raya merdeka ppkm ikut atiran perintah senang raya merdeka  lomba an jalan sehat pandemi landa,1
5906,2022-08-06 01:30:17+00:00,chinta_chintata,"@AlshaibaShihab Pentingnya Prokes dan Vaksinasi untuk menekan angka Kasus Covid 19.
#HidupSehatDenganProkes
Indonesia Diakui Global",prokes vaksinasi tekan angka covid hidupsehatdenganprokes indonesia aku global,2
10209,2022-08-24 02:45:50+00:00,mandalesar,"✨🤗🥰Sebagai upaya melawan pandemi Covid-19, Personel Polwan RI senantiasa mendorong percepatan vaksinasi dengan pemberian vaksinasi gratis pada gerai vaksin Presisi di seluruh Indonesia.
#SemarakHariPolwan
Esthi Bhakti Warapsari https://t.co/H37QozxfyG",bagai upaya lawan pandemi covid personel polwan ri senantiasa dorong cepat vaksinasi beri vaksinasi gratis gerai vaksin presisi indonesia semarakharipolwan esthi bhakti warapsari,2
4095,2022-08-28 02:34:20+00:00,kodim1622alor,"Koptu Rahmad Bao Babinsa Kec Pantar
melaksanakan Sosialisasi Pendisiplinan Protokol Kesehatan dan PPKM terhadap  Penumpang PM, Tiga harapan

Pada hari minggu tgl 28 Agustus 2022, pukul 06,10 Wita. bertempat di pelabuhan tambatan Lianglolong Desa Munaseli, Kec. Pantar. https://t.co/zgqHMNWfrx",koptu rahmad bao babinsa kec pantar laksana sosialisasi disiplin protokol sehat ppkm tumpang pm harap minggu tanggal agustus wita tempat labuh tambat lianglolong desa munaseli kec pantar,1
3968,2022-08-29 02:44:05+00:00,infosemar3,"Indonesia saat ini memperlihatkan perkembangan kondisi Covid-19 signifikan ke arah lebih baik dibanding tahun lalu.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM
#fff #followforfollow https://t.co/R75mQl8AFU",indonesia kembang kondisi covid signifikan arah banding endemicovid indonesiasehatindonesiahebat beritacovid ppkm fff followforfollow,2
9204,2022-08-30 02:58:05+00:00,tehtarikque,RT @nadiapurwati89: Kegiatan akselerasi vaksinasi Covid-19 Booster serentak dosis lanjutan dalam rangka program percepatan vaksinasi Nasion…,giat akselerasi vaksinasi covid booster serentak dosis lanjut rangka program cepat vaksinasi nasion,1
4063,2022-08-28 07:16:15+00:00,Fe91817002,"RT @RismaII4: Menkes minta laju vakisnasi covid-19 terus digenjot
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t…",menkes laju vakisnasi covid genjot endemicovid indonesiasehatindonesiahebat beritacovid ppkm,1
6513,2022-08-03 02:51:56+00:00,bumnendejitu,"Halo #SobatBUMN
Kimia Farma Diagnostika berkomitmen dukung Pemulihan Ekonomi Nasional melalui percepatan vaksinasi COVID-19 booster. 
Untuk informasi seputar vaksinasi, Sobat BUMN dapat menghubungi Contact Center Kimia Farma Care.
#BoosterMerdekaSinopharm
#GebyarVaksinGotong https://t.co/PWWQeUermY",halo sobatbumn kimia farma diagnostika komitmen dukung pulih ekonomi nasional cepat vaksinasi covid booster informasi putar vaksinasi sobat bumn hubung contact center kimia farma care boostermerdekasinopharm gebyarvaksingotong,2
10879,2022-08-21 07:44:47+00:00,beritacovid,#Dua daerah di Bengkulu belum lakukan vaksinasi COVID-19 dosis keempat - ANTARA #Covid #Covid19 https://t.co/uMm6nvklyH,daerah bengkulu laku vaksinasi covid dosis empat covid covid,1
5244,2022-08-09 16:34:38+00:00,enews_id,RT @radarbangsa_com: Warga RI Terima Vaksinasi COVID 19 Dosis Pertama Capai 202 77 Juta https://t.co/xT6iT1Ks0t,warga ri terima vaksinasi covid dosis capai juta,2
7328,2022-08-20 02:13:00+00:00,RioBudiawan,Cakupan Vaksinasi Covid-19 Diperluas!! Ekonomi NKRI Bertumbuh https://t.co/8rTO93mhGU,cakup vaksinasi covid luas ekonomi nkri tumbuh,1
4345,2022-08-26 00:24:06+00:00,genie037,"╔.★. .🇲🇨══════════════════╗
            
Menko perekonomian
Luar Jawa➖Bali
Terapkan PPKM level 1⃣

╚══════════════════🇲🇨. .★.╝ 
#KomitmenMembangunNKRI
#KomitmenMembangunNKRI https://t.co/9S9OUttNZd",   menko ekonomi jawa bal terap ppkm level     komitmenmembangunnkri komitmenmembangunnkri,1
1893,2022-08-01 16:20:28+00:00,ccayenneee,RT @alreadyhatesyou: @cursedkidd blom bang kayanya lg ppkm https://t.co/m0GDnt3j0w,blom bang kaya lg ppkm,1
3394,2022-08-12 14:12:05+00:00,nakeclbibi,@selfoli Aku suka ppkm tapi ga pake pp,suka ppkm pakai pp,1
9757,2022-08-26 08:13:50+00:00,PENRAMIL01,"Babinsa Serma Agung melaksanakan pendampingan kepada warganya mengikuti Vaksinasi Covid-19, yang dilaksanakan di Aula Kelurahan Tambakrejo, Kecamatan Purworejo Kabupaten Purworejo. https://t.co/pCnMaRXYTg",babinsa serma agung laksana damping warga ikut vaksinasi covid laksana aula lurah tambakrejo camat purworejo kabupaten purworejo,2
8379,2022-08-15 04:22:58+00:00,b1l4k4sm4r4,Warga RI Terima Vaksinasi Covid-19 Dosis Booster Bertambah. Jokowi Ratakan Pembangunan https://t.co/pKle0KHlTo,warga ri terima vaksinasi covid dosis booster tambah jokowi rata bangun,1
969,2022-08-05 05:56:56+00:00,19Tanon,"Pada hari Jumat tgl  5 Agustus 2022 Pkl 09.00 WIB  s.d selesai telah dilaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL 1 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah Kecamatan Tanon https://t.co/Kb5ljfnTsO",jumat tanggal agustus pkl wib s selesai laksana giat patroli rangka laksana ppkm level batas mobilitas pindah masyarakat tempat wilayah camat tanon,1
1623,2022-08-02 08:12:34+00:00,harukive,"@umemotooooo ppkm cuy, plonga plongo kaya monyet",ppkm cuy plonga plongo kaya monyet,0
136,2022-08-09 16:11:45+00:00,ventableu,"Plis deh Bus 5C tuh sedikit, trus gue harus transit 2x tiap ke kantor gitu? 
Balikin rute 5A dong, kan PPKM nya udah ga seketat dulu. https://t.co/2rcvBCtPTo",plis deh bus c trus saya transit x kantor gitu balikin rute a ppkm udah ketat,1
10536,2022-08-22 05:05:45+00:00,Risnaseptia_,"Polri seutuhnya siap mendukung program vaksinasi Covid-19 kegunaan mewujudkan penduduk yang sehat, ekonomi kuat dan makin lama produktif",polri utuh dukung program vaksinasi covid guna wujud duduk sehat ekonomi kuat produktif,1
4429,2022-08-25 06:58:07+00:00,needcrsh,Terpantau ppkm (plonga plongo kaya monyet),pantau ppkm plonga plongo kaya monyet,0
10600,2022-08-22 04:21:43+00:00,YeoChe,Gerai Vaksinasi Presisi merupakan wujud kepedulian Polri dalam penanganan covid 19 usaha memutus mata rantai penyebaran virus covid 19 agar tercipta keadaan Harkamtibmas yang safe dan kondusif.,gerai vaksinasi presisi wujud peduli polri tangan covid usaha putus mata rantai sebar virus covid cipta harkamtibmas safe kondusif,2
2793,2022-08-16 06:33:30+00:00,undercutseleraq,kenapa ppkm bgt anjir huhuhuhuhuh syg https://t.co/rtToh0Jq7Z,ppkm bgt anjir huhuhuhuhuh sayang,1
1434,2022-08-03 02:54:24+00:00,BiiHeiibiiii,@SmgMenfess2 Lagi sadsr nek ppkm,sadsr nek ppkm,1
9637,2022-08-27 02:56:51+00:00,PapuaNKRI2,"Salasatu langkah dengan meningkatkan kekebalan komunal yaitu  mengikuti semua tahapan vaksinasi COVID-19

IKN Satukan Bangsa https://t.co/urMlbohsBV",salasatu langkah tingkat kebal komunal ikut tahap vaksinasi covid ikn satu bangsa,1
8468,2022-08-14 11:25:20+00:00,PolsekCangkuang,"Polsek Cangkuang Polresta Bandung melaksanakan Bhakti Sosial membagikan Minyak Goreng Kemasan 1 Ltr kepada Warga yang telah melaksanakan Vaksinasi Covid-19
...
@humaspoldajbr
@polrestabandung 
@DitBinmasJabar
@Binmassoreang
@Dd_humaspldjbr https://t.co/Rzllgv5VqR",polsek cangkuang polresta bandung laksana bhakti sosial bagi minyak goreng kemas ltr warga laksana vaksinasi covid,1
8047,2022-08-16 11:27:23+00:00,PemdaKotaCrb,"Update pencapaian vaksinasi Covid-19 di Kota Cirebon       
Jumat, 12 Agustus 2022 
 
Sumber: Dinkes Kota Cirebon 
Klik untuk info situasi Covid-19 terkini di Kota Cirebon: https://t.co/Ncyut0C4Gu  
     
#wongcerbonlawancovid19 #vaksinkotacirebon https://t.co/iZK5Gdhi4D",update capai vaksinasi covid kota cirebon jumat agustus sumber dinkes kota cirebon klik info situasi covid kini kota cirebon wongcerbonlawancovid vaksinkotacirebon,1
2663,2022-08-17 02:33:39+00:00,koramilkarangm2,"Pada hari Rabu tgl 17 Agustus 2022 Pkl 09.00 WIB  s/d selesai telah dilaksanakan Giat  patroli dalam rangka  Pelaksanaan PPKM LEVEL I membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan https://t.co/QAGfHc1Y36",rabu tanggal agustus pkl wib s selesai laksana giat patroli rangka laksana ppkm level i batas mobilitas pindah masyarakat tempat wilayah camat,1
10210,2022-08-24 02:45:00+00:00,Zezee75,"Guyss yukk segera vaksinasi agar terhindar dari virus covid 19
#SemarakHariPolwan
Esthi Bhakti Warapsari https://t.co/6GiIpcJLJw",guyss yukk vaksinasi hindar virus covid semarakharipolwan esthi bhakti warapsari,2
203,2022-08-09 13:32:34+00:00,YoonsuVv,PPKM planga plongo kaya monyet https://t.co/SGXkUD82P8,ppkm planga plongo kaya monyet,0
8414,2022-08-15 01:56:10+00:00,DenBagusDhewe,"CDC akhirnya mengakui hak individu untuk membuat pilihan kesehatan sendiri - tidak ada lagi paksaan vaksinasi atau karantina covid.

https://t.co/rsU3nnIfbg",cdc aku hak individu pilih sehat paksa vaksinasi karantina covid,1
3206,2022-08-14 02:23:56+00:00,HmsBnw,Patroli PPKM Level 1 sasaran RHU https://t.co/AtTj0NOOHK,patroli ppkm level sasar rhu,1
8670,2022-08-13 01:42:29+00:00,forjakeu,"Efektivitas Vaksin Primer Menurun, Ini Manfaat Vaksin Booster Covid-19

Salah satu cara mencegah penularan virus tsb adalah dengan melakukan vaksinasi. Saat ini, pemerintah tengah mendorong masyarakat melakukan vaksin booster.

#ProkesJalanHidupAman
#TimnasDay 
Indonesia Juara https://t.co/LBmdWxgabn",efektivitas vaksin primer turun manfaat vaksin booster covid salah cegah tular virus sebut vaksinasi perintah dorong masyarakat vaksin booster prokesjalanhidupaman timnasday indonesia juara,2
8407,2022-08-15 02:47:40+00:00,SutanSegehh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes

Jokowi Ratakan Pembangunan https://t.co/b6M37jjpP9",cegah tular varian covid vaksinasi disiplin patuh prokes jokowi rata bangun,2
7056,2022-08-01 02:45:17+00:00,sukadi_iketut,"RT @Log_Pause: Cegah Penyebaran Covid-19
Dengan Vaksinasi

Sebagai upaya mencegah penyebaran Covid-19, Polri berperan sebagai garda terdepa…",cegah sebar covid vaksinasi upaya cegah sebar covid polri peran garda depa,2
4444,2022-08-25 04:49:59+00:00,19Tanon,"Pada Rabu 24 Agustus 2022 Pkl 09.00 WIB  s.d selesai anggota koramil 09/Sambungmacan melaksanakan Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 1* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Sambungmacan. https://t.co/DIurIDXEUw",rabu agustus pkl wib s selesai anggota koramil sambungmacan laksana giat patroli rangka laksana ppkm level batas mobilitas pindah masyarakat tempat wilayah camat sambungmacan,1
6314,2022-08-04 03:01:46+00:00,Sonaya79085379,"@sadidawoaini Booster Proteksi Tubuh

Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes",booster proteksi tubuh cegah tular varian covid vaksinasi disiplin patuh prokes,2
6472,2022-08-03 04:57:12+00:00,detik_jatim,"Dinas Kesehatan (Dinkes) Kota Pasuruan telah menyiapkan vaksinasi COVID-19 booster kedua.

https://t.co/sOpRfK2EJh",dinas sehat dinkes kota pasuruan vaksinasi covid booster,1
8754,2022-08-12 13:14:06+00:00,JNE_ID,"Dalam rangka mendukung program pemerintah dalam mendorong masyarakat mendapatkan vaksinasi guna menghindari penyebaran Covid-19, JNE bekerjasama dengan Direktorat Reserse Narkoba Polda Metro Jaya melaksanakan vaksin booster merdeka. https://t.co/aUt7YTft3e",rangka dukung program perintah dorong masyarakat vaksinasi hindar sebar covid jne bekerjasama direktorat reserse narkoba polda metro jaya laksana vaksin booster merdeka,2
5429,2022-08-09 00:00:00+00:00,gritanaa,"Jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5, meskipun sudah mendapatkan vaksinasi dosis ketiga. Disiplin prokes ya. #OtsusPapuaTepatSasaran #PapuaIndonesia https://t.co/pvbGc4TRbT",lupa terap protokol sehat putus sebar covid varian omicron ba ba vaksinasi dosis tiga disiplin prokes otsuspapuatepatsasaran papuaindonesia,2
709,2022-08-06 14:08:37+00:00,nings2tp,@kei1tp ppkm pernah peduli kmudian mnghilang,ppkm peduli kmudian mnghilang,1
8042,2022-08-16 12:04:57+00:00,Sumantr93991284,"RT @yo2thok: Sekarang CDC tidak lagi membedakan antara individu yang divaksinasi / tidak divaksinasi Covid.

Tapi Konyolnya masih ada Negar…",cdc beda individu vaksinasi vaksinasi covid konyol negar,1
10935,2022-08-21 01:06:00+00:00,Peterr248,Vaksinasi adalah kunci utama untuk melindungi diri sendiri dan orang-orang terdekat dari bahaya Covid-19 varian Omicron BA.4 dan BA.5 #DOBdanOtsusAspirasiPapua #PapuaIndonesia https://t.co/qYLIwfqjek,vaksinasi kunci utama lindung orang orang dekat bahaya covid varian omicron ba ba dobdanotsusaspirasipapua papuaindonesia,2
9030,2022-08-11 05:33:16+00:00,SulianaNgah,Vaksinasi adalah kunci utama untuk melindungi diri sendiri dan orang terdekat dari bahaya varian baru Covid-19 yang disebut Omicron BA.4 dan BA.5. #AyoVaksinCovid19 https://t.co/SVevJjqte8,vaksinasi kunci utama lindung orang dekat bahaya varian covid omicron ba ba ayovaksincovid,2
544,2022-08-07 15:28:26+00:00,SermaSupriyadi,"Giat patroli dalam rangka Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Gesi. https://t.co/wuI9wSaXq5",giat patroli rangka laksana ppkm level i batas mobilitas pindah masyarakat tempat wilayah camat gesi,1
6890,2022-08-01 12:08:52+00:00,Bumn_KabSMGBeda,"Halo #SobatBUMN
Kimia Farma Diagnostika berkomitmen untuk mendukung Pemulihan Ekonomi Nasional (PEN) melalui percepatan vaksinasi COVID-19 booster atau dosis lanjutan di Indonesia. Dalam rangka 

#BoosterMerdekaSinopharm
#GebyarVaksinGotong https://t.co/DVCBLc5fIg",halo sobatbumn kimia farma diagnostika komitmen dukung pulih ekonomi nasional cepat vaksinasi covid booster dosis lanjut indonesia rangka boostermerdekasinopharm gebyarvaksingotong,2
1088,2022-08-04 13:32:02+00:00,HaloBCA,"@Asuba1933 Dengan senang hati kami infokan kepada Bpk/Ibu Pelanggan. Utk jam operasional Cabang BCA berikut kami sampaikan:
- Jam operasional 08:15-15:00 waktu setempat (Daerah PPKM level 1) 
- Jam operasional 08:15-14:00 waktu setempat (Daerah PPKM level 2-4). :) Tks ^Awan",senang hati info bpk langgan jam operasional cabang bca jam operasional daerah ppkm level jam operasional daerah ppkm level tks awan,1
3500,2022-08-12 01:24:53+00:00,tjiuuu,"RT @pattD_59: Videnist shift pagi.

PPKM. planga plongo kayak monyet.",videnist shift pagi ppkm planga plongo kayak monyet,0
474,2022-08-08 04:55:59+00:00,EGeminiputri,"@JonasJo07239735 yg sering protes klo duduk renggang di bilang ppkm 
selalu rindu adegan kamar 
duhh itu cabul gaksih?",protes duduk renggang ppkm rindu adegan kamar duhh cabul gaksih,1
9192,2022-08-30 03:32:58+00:00,BiawanS,"Vaksinasi Anak dan Dewasa Demi Terciptanya Herd Immunity Dan Mencegah Tertular Varian Covid
IKN Pasti Mantap https://t.co/693Ux9iJqz",vaksinasi anak dewasa cipta herd immunity cegah tular varian covid ikn mantap,2
10683,2022-08-22 03:29:51+00:00,shawal8_trg,"Polri semuanya siap menunjang program vaksinasi Covid-19 kegunaan mewujudkan masyarakat yang sehat, ekonomi kuat dan makin produktif

#WujudkanPemulihanEkonomi

Kawal Investasi Nasional",polri tunjang program vaksinasi covid guna wujud masyarakat sehat ekonomi kuat produktif wujudkanpemulihanekonomi kawal investasi nasional,2
8299,2022-08-16 00:00:00+00:00,Jenanggula1,"Vaksinasi Covid-19 berguna untuk kekebalan tubuh sehingga dapat menangkal penyebaran virus covid-19. Untuk yang sudah di Vaksinasi, jangan lupa untuk tetap menerapkan protokol kesehatan. Selalu taat prokes! #DOBMembawaDampakPositif #PapuaIndonesia https://t.co/yLYRMnHwrz",vaksinasi covid guna kebal tubuh tangkal sebar virus covid vaksinasi lupa terap protokol sehat taat prokes dobmembawadampakpositif papuaindonesia,2
2259,2022-08-19 17:10:22+00:00,kimcptain,"Ayo gas, kita ppkm https://t.co/fhZj4If8Cs",ayo gas ppkm,1
8913,2022-08-12 01:19:21+00:00,BeritaPPAT,#Jemput Bola Layani Vaksinasi Covid-19 - https://t.co/Ba0ROPs3PS: https://t.co/kBWlbSzZTH #PPAT #IPPAT,jemput bola layan vaksinasi covid ppat ippat,1
4442,2022-08-25 04:59:19+00:00,Koramil10_Mjlb,"Babinsa Koramil 10/Mojolaban  intensif melaksanakan patroli himbauan Prokes dan PPKM level 1, menyambangi aktifitas warga sambil memberikan edukasi terkait belum berakhirnya pandemi covid 19. https://t.co/YWL46K2H9M",babinsa koramil mojolaban intensif laksana patroli himbauan prokes ppkm level sambang aktifitas warga edukasi kait pandemi covid,2
3358,2022-08-13 01:59:07+00:00,aldiwij35002819,"Separuh Penduduk RI Kadar Antibodi Meningkat Jauh dan Tertinggi Adalah Masyarakat Yang Telah Lakukan Vaksin Booster

#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/I5K84Xj3de",paruh duduk ri kadar antibodi tingkat tinggi masyarakat laku vaksin booster endemicovid indonesiasehatindonesiahebat beritacovid ppkm,2
8536,2022-08-14 01:41:06+00:00,KodamJayakarta,"Danramil 01/Tamansari Kodim 0503/Jakarta Barat Kapten Inf Mulia Adi Dharma turunkan Tenaga Kesehatan (Nakes) Puskesmas Tamansari dalam serbuan vaksinasi di Jalan Mangga Besar VI Utara dalam rangka percepatan penanganan covid-19.

#tniadmengabdidanmembangunbersamarakyat https://t.co/bCsfqAWU5E",danramil tamansari kodim jakarta barat kapten inf mulia adi dharma turun tenaga sehat nakes puskesmas tamansari serbu vaksinasi jalan mangga vi utara rangka cepat tangan covid tniadmengabdidanmembangunbersamarakyat,1
9486,2022-08-28 06:56:39+00:00,IntanAyuArimbi,Presiden Jokowi meminta untuk segera menyiapkan vaksinasi covid 19 untuk anak-anak di bawah usia 6 tahun. https://t.co/5eAWAiCf4F,presiden jokowi vaksinasi covid anak anak usia,1
1910,2022-08-01 15:18:24+00:00,deobifess,🍐 deobiland setelah dikasih time table bukannya tenang malah tambah ppkm+ngebadut😭, deobiland kasih time table tenang ppkm ngebadut,1
10177,2022-08-24 04:47:25+00:00,FirmanRiza6,"Tingkatkan Imun Kita wujudkan vaksinasi Covid-19 demi memberikan yang terbaik untuk masyarakat 

#percepatanpenanganancovid19 
#PolresMetroJakartaPusat 
#divisihumaspolri 
#PoldaMetroJaya 
@seputar.indonesia88 
@kamidi271 https://t.co/5aZKGOrbAL",tingkat imun wujud vaksinasi covid baik masyarakat percepatanpenanganancovid polresmetrojakartapusat divisihumaspolri poldametrojaya,2
3468,2022-08-12 04:44:31+00:00,ofSaerom,"@sieung Selamat pagi, aku cuma bengong doang alias ppkm aja nih. Kamu?",selamat pagi bengong doang alias ppkm,1
3757,2022-08-30 03:06:09+00:00,kompascom,Hal ini tertuang dalam Inmendagri Nomor 41 tahun 2022 yang diteken oleh Mendagri M Tito Karnavian pada 29 Agustus 2022. https://t.co/hEBdZOXrTZ,tuang inmendagri nomor teken mendagri m tito karnavian agustus,1
9077,2022-08-11 02:45:04+00:00,RodiHartono94,"Covid-19 masih ada, selain vaksinasi, Prokes Lindungi Masyarakat https://t.co/A0l1gLvH45",covid vaksinasi prokes lindung masyarakat,2
2974,2022-08-15 09:43:27+00:00,imursjoyie,Mingue oppa mari kita ppkm bareng,mingue oppa mari ppkm bareng,1
2400,2022-08-19 01:23:44+00:00,GIBIAARAV,"First time bangun siang sekarang malah ppkm, kok badan jadi ga enak gini (real)",first time bangun siang ppkm badan enak gin real,1
4890,2022-08-22 06:47:33+00:00,AryoDek0,"RT @DwiKilaw: Capaian Baru 25 Persen, Satgas Ingatkan Kerabat lain untuk Vaksinasi Booster.
#EndemiCovid
#BeritaCovid #PPKM
#IndonesiaSehat…",capai persen satgas ingat kerabat vaksinasi booster endemicovid beritacovid ppkm indonesiasehat,2
8144,2022-08-16 06:17:24+00:00,EmaUmmi,"Selamat Indonesia ku atas keberhasilanmu melaksanakan vaksinasi Covid-19 hingga 432 juta dosis vaksin. #PidatoPresiden2022 #PulihLebihCepat
#PidatoPresiden2022 #BangkitLebihKuat https://t.co/yLWusUC7Kd https://t.co/udkuZnt7Un",selamat indonesia ku hasil laksana vaksinasi covid juta dosis vaksin pidatopresiden pulihlebihcepat pidatopresiden bangkitlebihkuat,2
4631,2022-08-24 02:24:34+00:00,temannyakucing,"Sudah paling bener bioskop jaman PPKM, damai tentrem. https://t.co/iMy9vXGHSF",benar bioskop jaman ppkm damai tentrem,1
6576,2022-08-03 00:00:01+00:00,Riri66293675,Vaksinasi Covid-19 berguna untuk kekebalan tubuh sehingga dapat menangkal penyebaran virus covid-19. Ayo lindungi diri dengan Vaksinasi ya kawan #DukungTerusDOBdanOtsus #PapuaIndonesia https://t.co/kcOMPkAyrw,vaksinasi covid guna kebal tubuh tangkal sebar virus covid ayo lindung vaksinasi kawan dukungterusdobdanotsus papuaindonesia,2
6164,2022-08-05 00:07:52+00:00,KangCendol_33,"Menerapkan disiplin prokes merupakan kewajiban kita bersama demi memutus mata rantai penyebaran Covid-19 varian Omicron BA.4 &amp; BA.5,sekalipun kita sdh mendapatkan vaksinasi namun tdk boleh lengah dan mengutamakan disiplin prokes...

#VaksinBoosterHerdImmunity 
#JumatBerkah https://t.co/MI2OE7kNmv",terap disiplin prokes wajib putus mata rantai sebar covid varian omicron ba ba vaksinasi lengah utama disiplin prokes vaksinboosterherdimmunity jumatberkah,2
